"","couche","min.14C","max.14C","site","level","pays","lat","long","alt","nb_mamm","First_predite","proba_value","Second_predite","proba_value.1","MAT.moy","MAT.min","MAT.max","Tp.moy","Tp.min","Tp.max","Tmax.moy","Tmax.min","Tmax.max","Tmin.moy","Tmin.min","Tmin.max","Mta.moy","Mta.min","Mta.max","It.moy","It.min","It.max","Itc.moy","Itc.min","Itc.max","P.moy","P.min","P.max","D.moy","D.min","D.max","MAT_se.fit","Tp_se.fit","Tmax_se.fit","Tmin_se.fit","Mta_se.fit","It_se.fit","Itc_se.fit","P_se.fit","D_se.fit","MAT_df","Tp_df","Tmax_df","Tmin_df","Mta_df","It_df","Itc_df","P_df","D_df","MAT_residual.scale","Tp_residual.scale","Tmax_residual.scale","Tmin_residual.scale","Mta_residual.scale","It_residual.scale","Itc_residual.scale","P_residual.scale","D_residual.scale"
"24","Jean-Pierre_9",-15005.5,-14234.5,"Jean-Pierre","9","France",45.505,5.849,799,6,6,0.907828027,8,0.09216085,4.62622596,-2.320203863,11.57265578,858.7923836,419.766887,1297.81788,22.09373286,16.72222085,27.46524487,-12.10397496,-27.52234192,3.314392,34.19770782,16.92656281,51.46885283,-310.4390534,-679.2755112,58.39740437,-56.01549151,-240.681085,128.650102,327.9339431,-350.9622669,1006.830153,0.651636218,-2.619446177,3.922718612,1.598271244,101.0133039,1.23590584,3.547539265,3.97383622,84.86383933,42.48883462,156.204024,0.752627906,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"25","King arthur's cave_4",-14846.5,-12806,"King arthur's cave","4","UK",51.78,-2.57,130,9,8,0.999992103,6,7.78e-06,-4.429326183,-11.26001661,2.401364243,572.9430276,141.2324463,1004.653609,15.46126094,10.1792475,20.74327438,-23.35974364,-38.52121425,-8.198273037,38.82100459,21.83762638,55.8043828,-537.4880312,-900.1790431,-174.7970194,-187.4318932,-369.0206422,-5.843144169,245.1260822,-422.4585564,912.7107209,0.353115771,-2.863464799,3.569696341,1.471523607,93.0026501,1.137894851,3.266208907,3.658699253,78.13388584,39.11934435,143.8165828,0.692942286,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"26","La Passag?re_2",-14962.5,-14201,"La Passagäre","2","France",45.16,5.11,1050,6,6,0.999987038,4,1.06e-05,10.56364225,3.230100482,17.89718402,1080.854574,617.3629824,1544.346167,25.54837691,19.87752027,31.21923356,-3.835855468,-20.11346008,12.44174915,29.38423238,11.15059775,47.61786701,-107.8051002,-497.1961456,281.5859451,41.59233097,-153.3643415,236.5490034,417.7752964,-298.9545695,1134.505162,0.330831859,-3.122542031,3.784205749,1.975690432,124.8668014,1.527755287,4.385262768,4.912226398,104.9037677,52.52223883,193.090376,0.930355068,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"27","Langmahdhalde_III",-14652.5,-14033.5,"Langmahdhalde","III","Germany",48.5668,10.213,140,5,8,0.965148446,9,0.033710416,-2.334653574,-9.217988691,4.548681543,606.4730915,171.4352815,1041.510902,13.49884844,8.176126089,18.82157079,-16.9884652,-32.2667865,-1.710143896,30.48731364,13.37304314,47.60158413,-374.1295107,-739.6158119,-8.643209493,-210.0237081,-393.0119765,-27.03543973,356.3896514,-316.3401167,1029.119419,-0.237211975,-3.478582995,3.004159045,1.530212309,96.71187012,1.183277454,3.396474953,3.804618971,81.25009568,40.67953919,149.5524123,0.720578869,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"28","Le Campalou_2",-16105,-14119,"Le Campalou","2","France",45.06,5.24,206,8,6,0.999439161,4,0.000550381,6.937905319,-0.156509789,14.03232043,1160.554358,712.1759541,1608.932762,21.63808578,16.15214021,27.12403136,-6.725652646,-22.47248926,9.021183971,28.36373843,10.72465256,46.0028243,-83.55449705,-460.2485695,293.1395754,63.72062111,-124.8790495,252.3202917,554.8264679,-138.5328048,1248.185741,0.69528575,-2.645483098,4.036054599,1.749710654,110.5845173,1.3530104,3.883675733,4.350365182,92.90485851,46.51473702,171.0046689,0.823940911,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"29","Ljubiceva_NA",-16135.5,-13090,"Ljubiceva",NA,"Croatia",45.045,13.997,170,7,6,0.999377151,4,0.00062281,7.935273426,0.734440313,15.13610654,1177.643069,722.538877,1632.747262,21.63640666,16.06817053,27.2046428,-4.981462947,-20.96450606,11.00158017,26.61786961,8.714193033,44.52154619,-26.44639756,-408.7909755,355.8981804,75.81099444,-115.6177185,267.2397074,453.6260062,-250.1338294,1157.385842,1.018140735,-2.372740484,4.409021954,1.852753217,117.0969724,1.432690808,4.112390063,4.606563414,98.37613725,49.25404576,181.0753393,0.872463781,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"30","Miron_106",-15026,-14220,"Miron","106","spain",43.25,-3.45,260,8,6,0.804568587,4,0.195415575,7.43811659,0.398318659,14.47791452,1222.057937,777.1314267,1666.984448,22.48007473,17.03636334,27.92378612,-6.470452927,-22.0960607,9.155154844,28.95052766,11.44723834,46.45381698,-89.44445747,-463.2385069,284.349592,93.38234962,-93.76536458,280.5300638,416.1374111,-271.8839548,1104.158777,2.092056245,-1.222993307,5.407105798,1.695027423,107.1284495,1.310725135,3.762300273,4.214404403,90.00132826,45.0610246,165.6603065,0.79819051,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"31","Oblazowa Cave _Layer III upper",-14814,-14054.5,"Oblazowa Cave ","Layer III upper","Poland",49.429,20.156,650,14,6,0.999504743,8,0.000417294,5.661091243,-1.1557826,12.47796509,918.0105604,487.1732093,1348.847911,20.74758301,15.47625361,26.0189124,-8.54995078,-23.68075396,6.580852396,29.29753379,12.34850822,46.24655935,-203.2857211,-565.2431101,158.6716679,-50.70273927,-231.9241849,130.5187063,382.2746954,-283.9596055,1048.508996,1.118092018,-2.091982306,4.328166341,1.455805221,92.00922293,1.12574019,3.231320216,3.619618095,77.29928247,38.70148293,142.280376,0.685540479,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"32","Peœa de Estebanvela_lvl 3",-15657,-13771.5,"Pe§a de Estebanvela","lvl 3","spain",41.419,-3.374,1065,4,6,0.996864199,8,0.003101501,8.469275511,1.337976645,15.60057438,997.341016,546.6314996,1448.050532,24.29199735,18.77753042,29.80646428,-6.37248909,-22.20119328,9.456215094,30.66448644,12.93369523,48.39527765,-189.749121,-568.4016202,188.9033783,-1.296498555,-190.876696,188.2836989,399.1289283,-297.8351089,1096.092965,0.489002041,-2.869135415,3.847139497,1.785921947,112.873129,1.381011748,3.964050692,4.440398553,94.82757932,47.47738692,174.5437113,0.840992854,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"33","Pet?ny Cave_p1",-15180.5,-14532,"PetÇny Cave","p1","Hongrie",48,20.5,500,6,6,0.625006375,8,0.374990504,2.788190273,-4.149311897,9.725692442,835.9794249,397.5181703,1274.440679,19.70733534,14.34272687,25.0719438,-13.20903048,-28.60758152,2.189520571,32.91636581,15.66741793,50.1653137,-304.3099861,-672.6724099,64.05243766,-75.62648972,-260.0547483,108.8017689,347.4131887,-330.6104941,1025.436871,0.450253622,-2.81662473,3.717131973,1.588780808,100.4134931,1.228567107,3.526474195,3.950239825,84.35992308,42.23653854,155.2764941,0.748158847,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
