"","X.1","X","couche","min.14C","max.14C","site","level","pays","lat","long","alt","nb_mamm","First_predite","proba_value","Second_predite","proba_value.1","MAT.moy","MAT.min","MAT.max","Tp.moy","Tp.min","Tp.max","Tmax.moy","Tmax.min","Tmax.max","Tmin.moy","Tmin.min","Tmin.max","Mta.moy","Mta.min","Mta.max","It.moy","It.min","It.max","Itc.moy","Itc.min","Itc.max","P.moy","P.min","P.max","D.moy","D.min","D.max","MAT_se.fit","Tp_se.fit","Tmax_se.fit","Tmin_se.fit","Mta_se.fit","It_se.fit","Itc_se.fit","P_se.fit","D_se.fit","MAT_df","Tp_df","Tmax_df","Tmin_df","Mta_df","It_df","Itc_df","P_df","D_df","MAT_residual.scale","Tp_residual.scale","Tmax_residual.scale","Tmin_residual.scale","Mta_residual.scale","It_residual.scale","Itc_residual.scale","P_residual.scale","D_residual.scale"
"39",39,39,"Stirling",NA,NA,NA,NA,NA,56.12,-3.93,150,7,6,0.976251739,4,0.023703922,7.715407346,0.795562629,14.63525206,1338.883911,901.5386358,1776.229186,23.30250513,17.95155076,28.6534595,-7.187932724,-22.54729111,8.171425659,30.49043786,13.2853923,47.69548342,-90.71555253,-458.1404138,276.7093087,121.1751616,-62.78368697,305.1340101,636.0127436,-40.28522131,1312.310708,1.509394405,-1.74916903,4.76795784,1.569878699,99.21884953,1.213950548,3.484518879,3.903242868,83.35627269,41.73404023,153.4291321,0.739257821,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"40",40,40,"Strathy",NA,NA,NA,NA,NA,58.52,-4.02,120,7,6,0.976251739,4,0.023703922,7.565407346,0.645562629,14.48525206,1338.883911,901.5386358,1776.229186,23.15250513,17.80155076,28.5034595,-7.337932724,-22.69729111,8.021425659,30.49043786,13.2853923,47.69548342,-90.71555253,-458.1404138,276.7093087,121.1751616,-62.78368697,305.1340101,636.0127436,-40.28522131,1312.310708,1.509394405,-1.74916903,4.76795784,1.569878699,99.21884953,1.213950548,3.484518879,3.903242868,83.35627269,41.73404023,153.4291321,0.739257821,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"41",41,41,"York",NA,NA,NA,NA,NA,53.95,-1.08,25,8,6,0.99705029,4,0.002864517,6.541710321,-0.463267648,13.54668829,1291.333833,848.6079997,1734.059666,22.52480104,17.10801511,27.94158696,-8.844615976,-24.392937,6.70370505,31.36941701,13.95270175,48.78613227,-113.2149762,-485.1601807,258.7302284,109.4120167,-76.81003505,295.6340685,598.6626079,-85.95569481,1283.280911,1.123577904,-2.175074886,4.422230693,1.659453534,104.8801227,1.283216677,3.683340104,4.125955831,88.11245188,44.11531962,162.1835596,0.781438722,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"42",42,42,"Lunz.am.See",NA,NA,NA,NA,NA,47.85,15.07,1050,21,6,0.998182246,4,0.001817497,13.23996859,6.202937711,20.27699948,1310.991983,866.240354,1755.743612,27.04052393,21.59895223,32.48209563,0.046187653,-15.57327835,15.66565366,26.99433628,9.49792676,44.49074579,-11.01339183,-384.6605186,362.633735,112.2738908,-74.8002635,299.3480452,542.8552887,-144.8956451,1230.606223,1.221635036,-2.092111511,4.535381582,1.692221144,106.9510881,1.308555104,3.756071426,4.207427054,89.85232248,44.98642178,165.3860401,0.796869029,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"43",43,43,"Zell.am.See",NA,NA,NA,NA,NA,47.32,12.8,1000,21,6,0.996653291,4,0.003346666,13.8061265,6.749173964,20.86307903,1349.967723,903.9570142,1795.978432,26.96183475,21.50485811,32.41881139,1.304647981,-14.35903632,16.96833228,25.65718677,8.111245384,43.20312816,29.10440459,-345.6005073,403.8093165,125.9166575,-61.68709879,313.5204138,563.1540725,-126.5438659,1252.852011,1.292373849,-2.030753826,4.615501524,1.71234481,108.2229361,1.324116266,3.800738122,4.257461211,90.92083422,45.52139426,167.3527886,0.806345289,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"44",44,44,"Halviken",NA,NA,NA,NA,NA,63.73,15.45,323.33,10,8,0.999954729,6,4.53e-05,-0.315714851,-7.654787881,7.023358179,888.568458,424.7272815,1352.409635,21.3783973,15.70326346,27.05353114,-21.40567588,-37.69555773,-5.115794028,42.78407318,24.53668599,61.03146037,-496.9596996,-886.6444397,-107.2749595,-39.01548867,-234.1192055,156.0882281,384.697375,-332.573078,1101.967828,0.745177981,-2.710800585,4.201156547,1.980695692,125.1831418,1.531625738,4.396372495,4.924671147,105.1695334,52.6552999,193.5795557,0.932712051,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"45",45,45,"Hamra",NA,NA,NA,NA,NA,61.12,15,347.48,11,8,0.999823862,6,0.000176134,0.214871149,-7.112498083,7.54224038,894.9243515,431.8228738,1358.025829,21.64179503,15.97571147,27.30787859,-20.6639325,-36.92783648,-4.400028521,42.30572753,24.0874399,60.52401517,-476.3916307,-865.454931,-87.32833035,-33.0077167,-227.8002969,161.7848635,380.3804916,-335.7461127,1096.507096,0.534058382,-2.916408851,3.984525615,1.970093943,124.5130943,1.523427652,4.372840744,4.898311657,104.6066094,52.37346039,192.5434137,0.927719674,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"46",46,46,"Jokkmolk",NA,NA,NA,NA,NA,66.6,19.85,261.54,11,8,0.999907845,6,9.22e-05,-0.488756144,-7.716687353,6.739175065,875.1607859,418.3439506,1331.977621,20.58994963,15.00075917,26.1791401,-20.92099394,-36.96418427,-4.877803616,41.51094357,23.53989208,59.48199507,-476.2018874,-859.9853002,-92.41847458,-48.52488955,-240.6739849,143.6242058,386.797534,-319.6106828,1093.205751,0.597691095,-2.80595065,4.001332841,1.878323825,118.7130758,1.452463963,4.169146848,4.670140487,99.73386672,49.93382108,183.5744344,0.884505012,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"47",47,47,"Stockholm",NA,NA,NA,NA,NA,59.35,18.07,22.45,9,6,0.923129285,4,0.076843387,7.250131361,0.242379462,14.25788326,1337.617286,894.7161363,1780.518436,22.73477945,17.31584851,28.15371039,-7.353453686,-22.90793176,8.201024382,30.08823314,12.66462096,47.51184531,-78.06212104,-450.1546137,294.0303716,129.2392386,-57.05655602,315.5350332,597.4755971,-87.41381045,1282.365005,1.609626314,-1.690332722,4.90958535,1.662308886,105.0605855,1.285424653,3.68967787,4.133055188,88.26406324,44.19122697,162.462622,0.78278331,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"48",48,48,"Jonkoping",NA,NA,NA,NA,NA,57.77,14.18,120,10,6,0.94883663,4,0.051162816,8.696985258,1.724721378,15.66924914,1357.583567,916.925317,1798.241818,23.41941648,18.02792759,28.81090536,-5.272511088,-20.74821959,10.20319741,28.69192756,11.35655046,46.02730467,-31.9682265,-402.1764022,338.2399492,139.0823125,-46.27005997,324.4346849,595.0204781,-86.40057482,1276.441531,1.609275742,-1.673971942,4.892523426,1.625487995,102.7334461,1.256951918,3.607949843,4.041506154,86.30897447,43.21237139,158.8640017,0.765444307,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"49",49,49,"Zurich",NA,NA,NA,NA,NA,47.38,8.55,499.96,21,6,0.997849003,4,0.002150819,10.85662208,3.787395289,17.92584886,1331.593221,884.8067596,1778.379683,24.35812595,18.89165791,29.82459398,-1.978333639,-17.669262,13.71259472,26.33645958,8.760000296,43.91291887,8.355586619,-367.0010548,383.712228,119.5484044,-68.38165378,307.4784625,555.6711281,-135.2264117,1246.568668,1.191318033,-2.137589604,4.520225671,1.72465459,109.0009339,1.333635131,3.828061037,4.288067437,91.57444994,45.84864048,168.5558618,0.81214198,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"50",50,50,"Niinisalo",NA,NA,NA,NA,NA,61.15,22.08,41.73,15,6,0.966505508,8,0.0327719,3.654677008,-3.53544102,10.84479504,1116.426552,661.9995708,1570.853534,21.60226529,16.04231488,27.16221571,-13.55066834,-29.50992814,2.408591462,35.15293363,17.27589834,53.02996893,-240.7455392,-622.5211754,141.0300969,57.55019057,-133.5936699,248.6940511,454.725925,-247.9866919,1157.438542,0.876883544,-2.508951928,4.262719015,1.842570849,116.4534304,1.424817021,4.089789176,4.581246646,97.83548133,48.98335521,180.0801848,0.867668892,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"51",51,51,"Inari",NA,NA,NA,NA,NA,69.07,27.1,175,11,8,0.999225089,6,0.000774881,-0.009032422,-7.019889646,7.001824801,902.8918137,459.7944021,1345.989225,19.48122755,14.05989534,24.90255977,-18.68669805,-34.24806873,-3.125327372,38.1679256,20.73659255,55.59925865,-410.0985625,-782.3559394,-37.84118568,-51.68234451,-238.0606918,134.6960028,429.4760518,-255.7168487,1114.668952,0.6673881,-2.634033237,3.968809437,1.665500888,105.2623251,1.287892954,3.696762872,4.140991572,88.43354984,44.27608395,162.7745863,0.784286428,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"52",52,52,"Kuopio",NA,NA,NA,NA,NA,62.9,27.68,115.44,15,8,0.775492147,6,0.224450325,2.734767535,-4.62769929,10.09723436,1129.944724,664.6250222,1595.264426,22.49546453,16.80224082,28.18868824,-16.27584842,-32.61765538,0.06595854,38.77131295,20.46576097,57.07686493,-326.1111414,-717.0380281,64.81574539,45.68534996,-150.0402732,241.4109731,426.0379536,-293.5188478,1145.594755,1.048550936,-2.418443798,4.51554567,2.001768456,126.5149743,1.547920814,4.443145817,4.977065076,106.2884396,53.21550341,195.6390625,0.942635241,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"53",53,53,"Oulu",NA,NA,NA,NA,NA,65.02,25.48,12.59,14,8,0.999980335,6,1.97e-05,-2.275904203,-9.848819781,5.297011375,895.599318,416.9789177,1374.219718,20.3657215,14.50976268,26.22168032,-24.41925529,-41.22817646,-7.610334115,44.78497679,25.95617891,63.61377466,-528.3558337,-930.4569746,-126.2546928,-42.62795675,-243.9482012,158.6922877,241.7784158,-498.3461973,981.9030289,0.622440642,-2.943654669,4.188535953,2.1849569,138.0927775,1.689576161,4.849752771,5.432532745,116.0152458,58.08542994,213.5426394,1.028898907,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"54",54,54,"Gdynia",NA,NA,NA,NA,NA,54.52,18.55,50,15,6,0.999144126,4,0.000851496,6.929518943,-0.058552975,13.91759086,1248.269577,806.6122334,1689.926921,22.07442559,16.67071272,27.47813847,-7.537437927,-23.04823411,7.973358252,29.61186352,12.23718235,46.98654469,-81.30545199,-452.3529913,289.7420873,94.19690577,-91.57571139,279.9695229,617.9613214,-65.00470021,1300.927343,0.868415524,-2.422276184,4.159107233,1.641968626,103.7750484,1.269696005,3.644530421,4.082482507,87.18405097,43.65049652,160.4747051,0.773205057,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"55",55,55,"Sandomiez",NA,NA,NA,NA,NA,50.12,21.13,227.68,22,6,0.997690981,4,0.00230891,8.844097974,1.814622192,15.87357375,1271.010856,826.7367219,1715.28499,22.97887403,17.54314452,28.41460354,-4.553619515,-20.15631614,11.04907711,27.53249355,10.05486854,45.01011855,-24.51143136,-397.7574028,348.7345401,106.2600358,-80.61327181,293.1333435,581.96335,-105.0492002,1268.9759,1.086655115,-2.223533724,4.396843954,1.684541591,106.4657281,1.302616685,3.739025812,4.188333121,89.44455919,44.78226667,164.6354935,0.793252719,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"56",56,56,"Warszawa",NA,NA,NA,NA,NA,52.22,21.05,100,18,6,0.998210462,4,0.001788222,7.593727161,0.559530514,14.62792381,1263.042205,818.469704,1707.614705,22.53367613,17.09429608,27.97305617,-6.62168654,-22.23486164,8.991488562,29.15536267,11.66600001,46.64472532,-62.33987588,-435.8365124,311.1567607,104.9268846,-82.07192372,291.9256928,593.83136,-93.642575,1281.305295,0.971785743,-2.340626157,4.284197644,1.689343346,106.7692066,1.30632977,3.749683835,4.200271887,89.69951925,44.90991769,165.1047839,0.795513871,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"57",57,57,"Wroclaw",NA,NA,NA,NA,NA,51.13,16.98,115.83,20,6,0.998693263,4,0.001306099,8.08029184,1.15082216,15.00976152,1296.874466,858.9208777,1734.828054,22.45818943,17.0997923,27.81658656,-5.788896202,-21.16961825,9.591825848,28.24708563,11.0181092,45.47606206,-43.40586708,-411.3417876,324.5300534,104.257777,-79.95694391,288.4724979,593.7754536,-83.46318882,1271.014096,1.175357827,-2.087738015,4.438453669,1.580204296,99.87144382,1.221935091,3.507437681,3.928915751,83.9045337,42.00853844,154.4382849,0.744120157,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"58",58,58,"Walez",NA,NA,NA,NA,NA,53.28,16.47,108.7,16,6,0.998511901,4,0.00148361,7.289395285,0.286455317,14.29233525,1253.576735,810.9797064,1696.173763,22.4331249,17.01791492,27.84833489,-7.120529435,-22.66432689,8.423268021,29.55365434,12.14200623,46.96530245,-78.33480566,-450.1717979,293.5021865,98.15106843,-88.01680463,284.3189415,608.2509628,-76.16815963,1292.670085,0.936666929,-2.361026163,4.23436002,1.6573533,104.7473845,1.281592614,3.678678401,4.120733946,88.00093516,44.05948647,161.9782972,0.780449719,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"59",59,59,"Claremorris",NA,NA,NA,NA,NA,53.72,-8.98,85,4,4,0.953446554,6,0.046553272,10.51774058,3.539942574,17.49553858,1614.820699,1173.812683,2055.828714,25.262569,19.86680071,30.65833729,-3.514707699,-19.00269979,11.97328439,28.7772767,11.42813992,46.12641348,8.135982424,-362.3660401,378.6380049,212.5651453,27.06565239,398.0646381,834.9409236,152.9790037,1516.902843,2.552691662,-0.733162047,5.838545371,1.63127227,103.0990216,1.261424763,3.620788679,4.055887793,86.61610367,43.36614197,159.4293169,0.768168129,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"60",60,60,"Dublin",NA,NA,NA,NA,NA,53.37,-6.35,47.24,5,4,0.972470104,6,0.027529663,13.33661287,6.363568874,20.30965687,1852.74797,1412.040415,2293.455525,26.09178992,20.69969779,31.48388205,0.716910509,-14.76052954,16.19435056,25.37487941,8.037562675,42.71219615,128.7231634,-241.5264344,498.9727612,271.9847537,86.61164249,457.3578649,851.5796374,170.0823413,1533.076934,3.152587251,-0.131027791,6.436202293,1.626304341,102.7850406,1.25758318,3.609761815,4.043535864,86.35232024,43.23407334,158.9437858,0.765828726,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"61",61,61,"Strommmen",NA,NA,NA,NA,NA,56.45,10.05,30,11,6,0.996945099,4,0.00297491,6.458417685,-0.666849831,13.5836852,1268.683832,818.3555064,1719.012157,22.5376827,17.02787968,28.04748573,-8.902193695,-24.71751063,6.913123245,31.4398764,13.72408114,49.15567166,-113.0891793,-491.4214304,265.2430717,110.663014,-78.75684466,300.0828726,550.1548808,-146.2196938,1246.529455,1.030214692,-2.325082594,4.385511978,1.780038493,112.5012853,1.37646221,3.950991715,4.425770319,94.51518394,47.32097972,173.968703,0.838222328,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"62",62,62,"Silven",NA,NA,NA,NA,NA,42.68,26.32,296.3,20,4,0.843894464,6,0.156105536,13.36267712,6.484210679,20.24114356,1541.535258,1106.805156,1976.26536,25.20728968,19.88833217,30.52624719,2.366269307,-12.90124543,17.63378404,22.84102037,5.738855036,39.94318571,144.5883306,-220.6394571,509.8161183,201.3277921,18.46895381,384.1866303,673.0101866,0.756249593,1345.264124,2.463908436,-0.775169917,5.702986789,1.524860919,96.37365369,1.179139349,3.384596952,3.791313628,80.96595147,40.53727653,149.0294043,0.718058893,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"63",63,63,"Sofiya..Sofía.",NA,NA,NA,NA,NA,42.7,23.33,555.67,20,6,0.963823573,4,0.036176341,11.18867102,4.349452634,18.0278894,1354.767588,922.5180265,1787.01715,25.0001536,19.71154569,30.28876151,-1.950931507,-17.13133086,13.22946784,26.95108511,9.946503546,43.95566667,-4.682299574,-367.8261227,358.4615236,125.516375,-56.29908337,307.3318333,609.2979032,-59.12019922,1277.716006,1.748522855,-1.472073541,4.969119251,1.481157321,93.61151627,1.145344377,3.287591998,3.682651884,78.64540975,39.37544936,144.7581157,0.697478814,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"64",64,64,"Bansdká.Stiavnica",NA,NA,NA,NA,NA,48.47,18.9,719.27,22,6,0.998339841,4,0.001659864,10.65348203,3.702670489,17.60429356,1229.794954,790.4925261,1669.097382,24.81026372,19.43536343,30.18516401,-2.755241548,-18.18333421,12.67285111,27.56550527,10.28346585,44.84754469,-45.52642895,-414.5955439,323.542686,84.25691137,-100.5251667,269.0389895,573.9201435,-105.4043053,1253.244592,1.131072973,-2.142072777,4.404218723,1.602912759,101.3066551,1.239495015,3.557841618,3.985376576,85.11029109,42.61222579,156.6576537,0.754813601,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"65",65,65,"Ko_ice",NA,NA,NA,NA,NA,48.7,21.27,216.92,22,6,0.998672444,4,0.001327528,8.848636919,1.835022172,15.86225167,1260.623129,817.3514371,1703.89482,22.93870779,17.51524325,28.36217234,-4.65106172,-20.21855303,10.91642958,27.58976951,10.15158034,45.02795869,-24.06127738,-396.4650712,348.3425164,102.5073851,-83.94426888,288.9590391,574.7449952,-110.7174066,1260.207397,1.099488735,-2.203231123,4.402208594,1.668331444,105.4412208,1.290081757,3.703045604,4.148029281,88.58384466,44.35133215,163.0512254,0.78561934,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"66",66,66,"Praha..Prague.",NA,NA,NA,NA,NA,50.07,14.43,300,18,6,0.995846904,4,0.004153064,10.07694356,3.111685347,17.04220177,1345.503392,905.2879112,1785.718873,23.71694205,18.33087049,29.10301362,-3.115156112,-18.57531475,12.34500253,26.83209817,9.514139494,44.15005684,5.177048833,-364.6591449,375.0132426,124.5007121,-60.6654199,309.6668441,552.933341,-127.803026,1233.669708,1.48814291,-1.791805795,4.768091616,1.618142625,102.269207,1.251271915,3.591645984,4.02324311,85.91895537,43.01710027,158.1461158,0.761985363,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"67",67,67,"Tríkkala",NA,NA,NA,NA,NA,39.55,21.77,107.66,18,4,0.93682524,6,0.06317476,13.07982293,6.129359212,20.03028665,1578.827602,1139.547157,2018.108048,23.96743611,18.59280478,29.34206744,3.237445337,-12.1898753,18.66476598,20.72999077,3.448816145,38.0111654,190.4017003,-178.6489464,559.4523471,209.9642434,25.19141173,394.737075,648.8781499,-30.41230555,1328.168605,2.620458196,-0.652523766,5.893440158,1.602544693,101.2833927,1.239210398,3.557024655,3.984461441,85.09074778,42.60244103,156.6216814,0.754640278,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"68",68,68,"Trípolis",NA,NA,NA,NA,NA,37.52,22.35,821.76,12,4,0.994903773,6,0.005096227,18.49485067,11.60771123,25.38199012,1721.363487,1286.085237,2156.641737,29.19422656,23.86856241,34.51989071,8.56507071,-6.721694718,23.85183614,20.62915585,3.50542652,37.75288518,239.9206878,-125.7676128,605.6089885,264.760315,81.67091144,447.8497186,700.7346002,27.63302327,1373.836177,3.152715655,-0.090446827,6.395878138,1.534383631,96.97550437,1.186503041,3.405733662,3.814990272,81.4715815,40.79043065,149.9600886,0.72254315,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"69",69,69,"Békéscsaba",NA,NA,NA,NA,NA,46.68,21.08,85,22,6,0.988031042,4,0.011968953,9.518176329,2.599725442,16.43662722,1365.99708,928.7398973,1803.254263,23.04313702,17.69326046,28.39301357,-3.5232421,-18.87950672,11.83302253,26.56637912,9.364799084,43.76795915,22.40183645,-344.9490163,389.7526892,136.1767728,-47.74502186,320.0985674,599.3103789,-76.8513627,1275.47212,1.591115759,-1.66679132,4.849022838,1.568378967,99.12406408,1.21279084,3.481190059,3.899514033,83.27664102,41.69417099,153.2825587,0.738551595,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"70",70,70,"Siófok",NA,NA,NA,NA,NA,46.9,18.05,106.61,21,6,0.99527258,4,0.004727378,8.944248228,2.034202988,15.85429347,1335.3525,898.6265675,1772.078433,22.66618205,17.32280538,28.00955871,-4.242997527,-19.58060489,11.09460984,26.90917957,9.728498791,44.08986036,-1.449623702,-368.3541595,365.4549121,119.5278895,-64.1704473,303.2262264,602.494682,-72.84554945,1277.834914,1.414854228,-1.839094621,4.668803078,1.559310532,98.55092447,1.205778431,3.461061668,3.876966875,82.7951319,41.4530935,152.3962723,0.734281258,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"71",71,71,"Akureyri",NA,NA,NA,NA,NA,65.68,-18.25,707.14,3,4,0.968007543,6,0.031753996,14.41217396,7.408173818,21.41617411,1708.699565,1266.035531,2151.363598,29.02992048,23.61389068,34.44595028,0.220390418,-15.32576022,15.76654106,28.80953006,11.395246,46.22381413,22.10634683,-349.786938,393.9996317,230.9323576,44.73630048,417.1284147,959.0560367,274.5332997,1643.578774,2.750109551,-0.54808278,6.048301883,1.658446108,104.8164517,1.282437658,3.681104011,4.123451034,88.05896032,44.08853796,162.0851007,0.780964324,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"72",72,72,"Cluj",NA,NA,NA,NA,NA,46.77,23.6,344.76,25,6,0.99739133,4,0.00260867,12.55155763,5.374490643,19.72862461,1426.686918,973.0847836,1880.289053,24.42333996,18.87348162,29.97319831,1.230057153,-14.70023442,17.16034872,23.19328281,5.34869677,41.03786885,119.4226615,-261.6599999,500.5053229,157.7752113,-33.02169707,348.5721197,639.6205355,-61.81656233,1341.057633,1.168133832,-2.211555887,4.547823552,1.830112996,115.6660742,1.415183654,4.062137597,4.550272262,97.17400336,48.65217259,178.8626401,0.861802473,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"73",73,73,"Gala_i",NA,NA,NA,NA,NA,45.45,28.13,10,24,6,0.929664868,4,0.070335132,10.53208479,3.596055613,17.46811397,1428.592878,990.224719,1866.961038,23.2910725,17.92760306,28.65454194,-1.735487726,-17.13076931,13.65979386,25.02656023,7.781274685,42.27184577,81.17671354,-287.1074986,449.4609256,164.5654802,-19.8236201,348.9545805,607.8928522,-69.98687075,1285.772575,1.902211055,-1.363973665,5.168395774,1.587210958,100.3142761,1.227353179,3.52298974,3.946336654,84.27656833,42.19480526,155.1230678,0.747419603,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"74",74,74,"Cardiff",NA,NA,NA,NA,NA,51.5,-3.17,13.76,10,6,0.994414098,4,0.005584735,7.649214331,0.6347911,14.66363756,1320.113486,876.7906971,1763.436275,22.73454226,17.31045253,28.15863198,-6.841560756,-22.41084658,8.727725069,29.57610301,12.13590367,47.01630235,-55.66180959,-428.1085317,316.7849126,126.0429619,-60.43018503,312.5161089,582.4820855,-103.0593321,1268.023503,1.255518182,-2.047582393,4.558618756,1.669160642,105.4936275,1.290722957,3.7048861,4.150090944,88.62787281,44.37337576,163.1322655,0.786009811,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"75",75,75,"Aleksandrov.Gay",NA,NA,NA,NA,NA,50.15,48.55,18,22,7,1,4,2.61e-15,6.795468692,0.079523392,13.51141399,1234.439831,809.9813254,1658.898336,23.2702684,18.07698469,28.46355211,-9.854585044,-24.76136619,5.0521961,33.12485344,16.42676995,49.82293693,-143.8675864,-500.4659453,212.7307726,90.23633233,-88.30200411,268.7746688,386.4827113,-269.8875289,1042.852951,3.705116098,0.54256915,6.867663045,1.336445818,84.46551736,1.03344235,2.966388859,3.322850746,70.96162403,35.52840328,130.61501,0.629333988,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
"76",76,76,"Bryansk.Ordzhoni",NA,NA,NA,NA,NA,53.33,34.23,146.55,24,6,0.98127081,4,0.01872919,10.72975776,3.730070233,17.72944529,1407.818832,965.4273633,1850.210301,23.56215472,18.14945977,28.97484967,-1.505979176,-17.04255748,14.03059913,25.0681339,7.664572443,42.47169535,68.97663377,-302.6876627,440.6409303,153.6063356,-32.47507378,339.687745,614.9422325,-69.15901878,1299.043484,1.554074633,-1.74208688,4.850236146,1.653997287,104.5352791,1.278997488,3.671229361,4.112389778,87.82274006,43.97026941,161.6503036,0.778869368,38,38,38,38,38,38,38,38,38,3.036408522,191.9058845,2.347983822,6.739643531,7.549525905,161.2250022,80.72062859,296.7576568,1.429848528
