couche;min.14C;max.14C;site;level;pays;lat;long;alt;nb_mamm;Modern_climatic_zone;First_predite;proba_value;Second_predite;proba_value.1;MAT.moy;MAT.min;MAT.max;Tp.moy;Tp.min;Tp.max;Tmax.moy;Tmax.min;Tmax.max;Tmin.moy;Tmin.min;Tmin.max;Mta.moy;Mta.min;Mta.max;It.moy;It.min;It.max;Itc.moy;Itc.min;Itc.max;P.moy;P.min;P.max;D.moy;D.min;D.max;MAT_se.fit;Tp_se.fit;Tmax_se.fit;Tmin_se.fit;Mta_se.fit;It_se.fit;Itc_se.fit;P_se.fit;D_se.fit;MAT_df;Tp_df;Tmax_df;Tmin_df;Mta_df;It_df;Itc_df;P_df;D_df;MAT_residual.scale;Tp_residual.scale;Tmax_residual.scale;Tmin_residual.scale;Mta_residual.scale;It_residual.scale;Itc_residual.scale;P_residual.scale;D_residual.scale
Nar.yan.Mar;NA;NA;NA;NA;NA;67.65;53.02;50;11;8;8;0.999992482;6;7.51E-06;-3.551690737;-10.38762602;3.284244552;734.0504559;302.0083909;1166.092521;16.31506338;11.02899422;21.60113255;-22.64709789;-37.82021004;-7.473985732;38.96216127;21.96574258;55.95857996;-500.7554748;-863.7249745;-137.7859751;-136.6086047;-318.3367844;45.11957502;396.145117;-271.9521183;1064.242352;0.442351502;-2.77669888;3.661401883;1.477454458;93.37748938;1.14248104;3.279373084;3.673445329;78.44879782;39.27701154;144.3962233;0.695735131;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Penza;NA;NA;NA;NA;NA;53.13;45.02;156.95;22;6;6;0.989134235;4;0.010865765;9.004402891;2.055834857;15.95297092;1315.042255;875.8816202;1754.20289;22.45906479;17.08589935;27.83223023;-3.960869049;-19.383982;11.4622439;26.41993384;9.143472524;43.69639516;23.24929807;-345.7006929;392.199289;125.5332264;-59.18920987;310.2556626;582.099926;-97.00525806;1261.20511;1.585382406;-1.686706874;4.857471687;1.600537483;101.1565338;1.237658269;3.55256943;3.979470845;84.98417039;42.54908085;156.4255105;0.75369508;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Elista;NA;NA;NA;NA;NA;46.32;44.3;155.51;19;7;7;1;4;7.15E-14;7.219136638;0.484412155;13.95386112;1287.270605;861.6252247;1712.915985;23.69039261;18.4825874;28.89819783;-9.36118274;-24.30964635;5.587280874;33.05157535;16.30680054;49.79635017;-129.5286517;-487.124134;228.0668306;108.85504;-70.18252683;287.8926069;405.7661358;-252.4394525;1063.971724;3.936370002;0.764979913;7.107760091;1.3593097;85.91055137;1.051122457;3.017137767;3.379697995;72.17563377;36.13622234;132.8495684;0.640100619;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Smolensk;NA;NA;NA;NA;NA;54.75;32.07;236.15;20;6;6;0.999001791;4;0.000975031;6.420122727;-0.567222766;13.40746822;1262.607443;820.9960108;1704.218876;21.96357878;16.56042763;27.36672992;-8.585335826;-24.09451963;6.923847976;30.5489146;13.17603956;47.92178964;-101.7443599;-472.7533281;269.2646083;97.10444677;-88.64885897;282.8577525;568.1799589;-114.715067;1251.074985;1.041356372;-2.248993262;4.331706007;1.641214108;103.7273617;1.269112554;3.642855685;4.080606524;87.14398814;43.63043823;160.4009637;0.772849753;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Sovdozero;NA;NA;NA;NA;NA;62.83;33.13;149.95;15;8;8;0.999910321;6;8.97E-05;-1.666827895;-9.205204461;5.871548671;924.7716368;448.3341574;1401.209116;20.47376104;14.64451043;26.30301164;-23.23758507;-39.9698431;-6.505327044;43.71134611;24.96842375;62.45426846;-495.3837855;-895.6509992;-95.11657183;-29.28852575;-229.6905766;171.1135251;256.4995604;-480.2494476;993.2485683;0.711640465;-2.838190383;4.261471313;2.155615941;136.2383819;1.666887483;4.784627276;5.359581319;114.457321;57.30542269;210.6750561;1.015082213;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Sura;NA;NA;NA;NA;NA;63.58;45.63;78.09;15;8;8;0.999956601;6;4.34E-05;-2.571374371;-9.982288972;4.839540231;813.2281009;344.8464219;1281.60978;19.4513282;13.72064095;25.18201545;-24.15053769;-40.59987983;-7.701195549;43.60186589;25.17585656;62.02787523;-517.9384098;-911.4377412;-124.4390784;-57.87309787;-254.8866686;139.1404729;325.0969675;-399.1947859;1049.388721;0.05550647;-3.434302381;3.545315322;2.044926636;129.2426404;1.581294027;4.538940157;5.084370729;108.5800211;54.36283105;199.8570457;0.962958482;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Tallinn;NA;NA;NA;NA;NA;59.42;24.8;130;17;6;6;0.995399966;4;0.004594527;7.565372574;0.525093433;14.60565172;1351.325905;906.3689814;1796.282829;23.05626975;17.61218625;28.50035325;-7.41466372;-23.04133959;8.21201215;30.47093347;12.9664477;47.97541924;-68.09142765;-441.9110281;305.7281727;135.7825031;-51.37800368;322.9430099;606.080311;-81.98808515;1294.148707;1.19659469;-2.118681465;4.511870845;1.695514741;107.1592487;1.311101966;3.763381928;4.215616037;90.02720349;45.07397957;165.7079336;0.798419988;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Tersko.Orlovskij;NA;NA;NA;NA;NA;67.2;41.32;110;9;8;8;0.999946516;6;5.35E-05;-1.892058664;-8.962619793;5.178502464;873.0601985;426.1894044;1319.930992;18.59040173;13.12290188;24.05790158;-21.67482244;-37.36871252;-5.980932358;40.26522417;22.68544726;57.84500107;-467.6317013;-843.0591925;-92.20421006;-64.70559995;-252.6711305;123.2599306;428.2046513;-262.8232977;1119.2326;0.695334318;-2.634201662;4.024870298;1.725988785;109.0852572;1.334666833;3.83102243;4.291384692;91.64529205;45.88410905;168.6862568;0.812770254;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Tome;NA;NA;NA;NA;NA;56.72;24.62;50.43;20;6;6;0.994410509;4;0.00558937;8.605823958;1.632604501;15.57904342;1363.749725;923.0310805;1804.468369;22.43201575;17.03978794;27.82424356;-4.595648437;-20.07347794;10.88218107;27.02766419;9.689911193;44.36541718;4.289271435;-365.9696428;374.5481857;132.4409226;-52.93685315;317.8186983;618.6644966;-62.84994791;1300.178941;1.296016487;-1.987681179;4.579714154;1.626487907;102.7966422;1.257725127;3.61016926;4.04399227;86.3620671;43.23895331;158.9617263;0.765915167;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Ust..Tsil.ma;NA;NA;NA;NA;NA;65.45;52.17;85.98;13;8;8;0.999997472;6;2.53E-06;-3.760614394;-11.19554703;3.674318247;762.0580098;292.1583523;1231.957667;19.04395662;13.29469679;24.79321646;-26.17336651;-42.67601934;-9.670713678;45.21732313;26.73159693;63.70304933;-574.199238;-968.9738617;-179.4246144;-80.97153687;-278.6236091;116.6805353;313.5882515;-413.0508596;1040.227363;0.034561282;-3.466557694;3.535680258;2.066090894;130.5802554;1.597659854;4.585916562;5.136992145;109.7037854;54.92546688;201.9254946;0.972924757;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Vasilevichi;NA;NA;NA;NA;NA;52.25;29.83;132.42;23;6;6;0.991624001;4;0.008375912;8.482803058;1.520718343;15.44488777;1345.58541;905.5704994;1785.600321;22.21165226;16.82803469;27.59526984;-4.560989405;-20.01410412;10.89212531;26.77264167;9.462573363;44.08270997;3.951897368;-365.7157925;373.6195872;126.5613401;-58.52042689;311.6431071;598.6148349;-81.8113766;1279.041046;1.388481377;-1.889972926;4.66693568;1.614806694;102.0583708;1.248692317;3.584241518;4.014948871;85.74182655;42.92841706;157.8200849;0.760414469;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Vereb.yë;NA;NA;NA;NA;NA;58.68;32.7;120.17;21;6;6;0.804097658;8;0.195848445;2.050835296;-5.004991742;9.106662333;1016.616338;570.6767624;1462.555914;20.14993582;14.6938295;25.60604215;-15.3155816;-30.97676774;0.345604543;35.46551742;17.92237439;53.00866045;-286.0842011;-660.7293523;88.56095016;9.301880181;-178.2719557;196.8757161;474.7569727;-214.8309677;1164.344913;0.549387723;-2.773209955;3.871985402;1.711212702;108.151385;1.323240833;3.798225284;4.254646412;90.86072237;45.49129802;167.2421442;0.805812178;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Vinnitsa;NA;NA;NA;NA;NA;49.23;28.47;257.27;25;6;6;0.997859977;4;0.002140022;9.175910197;2.159795684;16.19202471;1344.509043;901.0793625;1787.938724;22.39603378;16.97063623;27.82143134;-3.643589197;-19.21662901;11.92945061;26.03962298;8.595218548;43.48402741;33.89909734;-338.6374272;406.4356219;128.8066246;-57.71148382;315.324733;588.3349281;-97.37178361;1274.04164;1.318126519;-1.985770482;4.62202352;1.670894232;105.6031931;1.292063502;3.708733995;4.154401228;88.71992171;44.41946194;163.3016947;0.786826161;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Vologda;NA;NA;NA;NA;NA;59.28;39.87;117.82;21;8;8;0.986520304;6;0.013479647;-0.643624562;-7.812542132;6.525293009;881.8462217;428.7591429;1334.933301;19.56282515;14.01926856;25.10638175;-20.33517671;-36.24737976;-4.422973661;39.89800186;22.07367799;57.72232574;-417.7202489;-798.3701987;-37.0702992;-37.83563438;-228.4158967;152.744628;407.8899582;-292.750672;1108.530588;0.168715302;-3.207136848;3.544567452;1.822302359;115.1724294;1.409143871;4.044801028;4.53085241;96.75927986;48.44453271;178.0992822;0.858124435;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Troitsko.Pechorskiy;NA;NA;NA;NA;NA;62.7;56.2;113.66;15;8;8;0.999956601;6;4.34E-05;-2.571374371;-9.982288972;4.839540231;813.2281009;344.8464219;1281.60978;19.4513282;13.72064095;25.18201545;-24.15053769;-40.59987983;-7.701195549;43.60186589;25.17585656;62.02787523;-517.9384098;-911.4377412;-124.4390784;-57.87309787;-254.8866686;139.1404729;325.0969675;-399.1947859;1049.388721;0.05550647;-3.434302381;3.545315322;2.044926636;129.2426404;1.581294027;4.538940157;5.084370729;108.5800211;54.36283105;199.8570457;0.962958482;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Yelabuga;NA;NA;NA;NA;NA;55.77;52.07;105.47;26;6;6;0.998517742;4;0.00147772;4.944610292;-1.948855882;11.83807647;1124.043771;688.3656618;1559.72188;21.35094749;16.02039103;26.68150395;-11.01380872;-26.31461702;4.286999582;32.36475621;15.22529652;49.5042159;-167.6180849;-533.6423176;198.4061477;57.11921629;-126.1383786;240.3768112;473.0486546;-200.6712532;1146.768562;1.354246097;-1.89189565;4.600387844;1.541300596;97.41266766;1.191851768;3.42108663;3.832188158;81.83885347;40.97431295;150.6361052;0.725800357;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Beograd..Belgrade.;NA;NA;NA;NA;NA;44.8;20.47;121.09;21;6;6;0.961628508;4;0.03837148;8.975555628;2.101978494;15.84913276;1375.683642;941.2625522;1810.104732;22.59735032;17.2821736;27.91252705;-4.045192943;-19.30185533;11.21146944;26.64254327;9.552534377;43.73255216;16.51901945;-348.4491595;381.4871984;138.029168;-44.69969172;320.7580278;606.5375169;-65.23857313;1278.313607;1.758857224;-1.477918749;4.995633198;1.519471621;96.03304146;1.174971932;3.372634812;3.777914034;80.6797945;40.39400612;148.5026915;0.715521066;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Sarajevo;NA;NA;NA;NA;NA;43.87;18.43;704.64;19;6;6;0.973178626;4;0.026821145;8.47991415;1.559001971;15.40082633;1375.234005;937.8212646;1812.646746;22.67187066;17.32009085;28.02365048;-5.044757061;-20.4064848;10.31697067;27.71662773;10.5089281;44.92432735;-10.07226042;-377.5538011;357.4092802;138.224153;-45.76307328;322.2113792;616.5049012;-59.89739024;1292.907193;1.574155362;-1.684910742;4.833221467;1.571026503;99.29139259;1.214838118;3.487066557;3.906096692;83.41721794;41.76455373;153.5413106;0.739798323;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Skopje;NA;NA;NA;NA;NA;41.98;21.47;238.9;24;4;4;0.544628603;6;0.455371396;10.43488644;3.491452522;17.37832035;1464.422982;1025.586832;1903.259133;23.19828915;17.8290938;28.5674845;-1.397645367;-16.80936258;14.01407184;24.59593452;7.332238334;41.8596307;84.43069107;-284.2466922;453.1080743;176.3195;-8.266449521;360.9054496;627.0689553;-51.53445534;1305.672366;2.129197873;-1.140473745;5.398869491;1.595091399;100.8123326;1.23344694;3.540481248;3.965930063;84.69499824;42.40430084;155.8932478;0.751130513;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Tarfaya;NA;NA;NA;NA;NA;27.93;-13;200;14;3;3;0.975847117;4;0.024152882;19.41541489;11.9954499;26.83537988;2419.114377;1950.160699;2888.068055;27.37537965;21.63769395;33.11306535;10.78737333;-5.682057143;27.25680381;16.58800632;-1.860505305;35.03651794;398.0592344;4.07935216;792.0391167;439.9763109;242.7221424;637.2304793;331.4007592;-393.7755168;1056.577035;9.885927381;6.39185669;13.37999807;2.05291924;129.7477858;1.587474521;4.556680625;5.104243015;109.0044066;54.57530842;200.6381879;0.966722209;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Agadir;NA;NA;NA;NA;NA;30.38;-9.57;100;18;3;4;0.997643438;3;0.002356561;20.2935168;13.16510756;27.42192604;2485.519806;2034.992918;2936.046693;28.22361575;22.7113833;33.73584819;12.29181758;-3.530472771;28.11410792;15.93179817;-1.791808471;33.65540481;431.8082005;53.30913236;810.3072687;457.7573603;268.2539813;647.2607393;287.161597;-409.5200283;983.8432223;9.20517481;5.848398081;12.56195154;1.783105196;112.6951058;1.37883362;3.957798601;4.433395168;94.6780175;47.4025057;174.2684214;0.839666442;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Rabat;NA;NA;NA;NA;NA;34;-6.83;50.19;10;4;4;1;6;4.94E-11;17.16849878;9.530692869;24.80630468;2137.708138;1654.986565;2620.429711;26.28812903;20.38199203;32.19426602;9.152708737;-7.800243675;26.10566115;17.13542029;-1.854716623;36.1255572;333.5209657;-72.02567452;739.0676058;376.6988066;173.6535017;579.7441114;518.6302522;-227.8362947;1265.096799;7.391380798;3.794728551;10.98803305;2.239393392;141.5332511;1.73167063;4.970580567;5.567880048;118.9056749;59.53258299;218.8628872;1.054533118;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Tindouf;NA;NA;NA;NA;NA;27.67;-8.13;395.35;7;3;3;0.999999962;4;3.79E-08;21.48110314;14.01086731;28.95133897;2628.082716;2155.951841;3100.213592;28.68152432;22.90496535;34.45808329;12.94392882;-3.637083335;29.52494098;15.7375955;-2.835906229;34.31109723;465.2805546;68.6314278;861.9296813;489.3140192;290.7234383;687.9046001;211.9998113;-518.0895906;942.0892132;11.09513503;7.577391738;14.61287832;2.096933548;132.5295606;1.621509758;4.654375234;5.213677286;111.3414462;55.74539556;204.9398432;0.987448601;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Bouârfa;NA;NA;NA;NA;NA;32.57;-1.97;1449.34;19;3;3;0.723746263;4;0.276253737;21.37163275;14.31069206;28.43257344;2591.692223;2145.429456;3037.95499;28.96199596;23.50193537;34.42205655;13.71415912;-1.958377332;29.38669557;15.24783684;-2.308020443;32.80369411;471.2275073;96.31083514;846.1441795;488.3799437;300.6701653;676.0897222;287.4753956;-402.6123179;977.5631091;10.00407648;6.679070772;13.32908218;1.716351844;108.476187;1.327214811;3.809632175;4.267424035;91.13359676;45.62791822;167.7444085;0.808232206;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Oran..Es.Senia.;NA;NA;NA;NA;NA;35.62;-0.6;83.69;12;4;4;1;6;8.44E-12;17.53117549;9.856911257;25.20543973;2158.834873;1673.809075;2643.860671;26.28320966;20.34888029;32.21753903;10.04837397;-6.985501719;27.08224967;16.23483568;-2.845948815;35.31562018;354.7894938;-52.69298408;762.2719717;387.1966262;183.1821042;591.2111481;525.7043833;-224.3253495;1275.734116;7.760856193;4.147035673;11.37467671;2.269604074;143.4426146;1.755031845;5.037636506;5.642993895;120.5097797;60.33571116;221.8154712;1.068759365;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Adrar;NA;NA;NA;NA;NA;27.88;-0.28;262.16;5;3;3;1;4;3.76E-12;23.08355219;15.65394584;30.51315855;2806.94557;2337.382543;3276.508598;29.81585084;24.0707097;35.56099199;14.74193026;-1.748900286;31.2327608;15.07392059;-3.398562685;33.54640386;518.1066721;123.6148598;912.5984844;532.2881667;334.7776899;729.7986435;155.1060444;-571.012512;881.2246008;11.78250172;8.283890896;15.28111254;2.061410324;130.2844359;1.594040478;4.575527521;5.125354685;109.4552599;54.80103746;201.4680479;0.970720671;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
El.Golea;NA;NA;NA;NA;NA;30.57;2.87;395.14;9;3;3;1;4;1.22E-11;22.88542578;15.79809071;29.97276084;2874.804067;2426.873133;3322.735001;31.3408049;25.86033415;36.82127564;13.08291656;-2.648205119;28.81403824;18.25788834;0.636405827;35.87937085;476.488292;100.1701506;852.8064334;541.5114512;353.0999982;729.9229041;36.98795249;-655.6793654;729.6552704;11.22406458;7.886629734;14.56149943;1.742695029;110.1411185;1.347585381;3.86810378;4.332921994;92.53234798;46.32823192;170.31901;0.820637244;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Alger;NA;NA;NA;NA;NA;36.8;3.05;110;11;4;4;1;6;6.00E-11;17.48192245;9.950807745;25.01303716;2165.766614;1689.788096;2641.745132;26.31431063;20.49067545;32.13794581;9.603308763;-7.112830765;26.31944829;16.71100187;-2.013865079;35.43586881;347.0343068;-52.8473219;746.9159355;384.373545;184.1645452;584.5825448;508.6444694;-227.3948143;1244.683753;7.644971374;4.098560145;11.1913826;2.149413249;135.8463618;1.662091086;4.770859717;5.344159354;114.127975;57.1405288;210.0688477;1.012161357;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Bordj.Omar.Driss..Fort.Flatters.;NA;NA;NA;NA;NA;28.1;6.7;362.53;5;3;3;1;4;1.05E-15;24.95654838;17.39998637;32.51311039;3185.612279;2708.02545;3663.199107;34.84388082;29.00056783;40.68719381;14.40361076;-2.369011863;31.17623339;20.44027006;1.652132612;39.22840751;512.2477583;111.0149472;913.4805694;619.7455973;418.8601001;820.6310945;-253.7440952;-992.2704233;484.7822328;12.90549862;9.34710422;16.46389301;2.171097227;137.216824;1.678858799;4.818989696;5.398072966;115.279335;57.71698098;212.1880904;1.022372369;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Gafsa;NA;NA;NA;NA;NA;34.42;8.82;308.02;22;3;4;0.999921783;3;7.82E-05;19.78935474;12.27794438;27.3007651;2432.148073;1957.414901;2906.881245;28.20662996;22.39823168;34.01502823;12.3303577;-4.342045863;29.00276126;15.87627225;-2.79960311;34.55214762;421.697892;22.86251016;820.5332739;458.0564879;258.3713133;657.7416626;372.8391675;-361.2743494;1106.952684;9.725661352;6.188528923;13.26279378;2.132522363;134.7788307;1.649029758;4.733368533;5.302162969;113.2311151;56.69149734;208.4180488;1.004207418;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Tunis;NA;NA;NA;NA;NA;36.83;10.23;20;13;4;4;1;3;2.23E-11;17.76848193;10.16472588;25.37223799;2180.951527;1700.381959;2661.521095;26.30574173;20.42593469;32.18554878;10.36075359;-6.516621417;27.2381286;15.94498814;-2.960489464;34.85046575;364.5878188;-39.15086721;768.3265048;392.883111;190.7429958;595.0232262;516.7107109;-226.428038;1259.84946;7.94701165;4.36639352;11.52762978;2.210938157;139.7348346;1.709666861;4.907421034;5.497130828;117.3947796;58.77612203;216.0818685;1.041133512;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Medenine;NA;NA;NA;NA;NA;33.35;10.48;100.03;18;4;4;0.998484573;3;0.001515427;19.88819822;12.5774091;27.19898734;2469.410189;2007.356601;2931.463778;28.63952265;22.9862601;34.2927852;11.8422816;-4.384821001;28.0693842;16.79724106;-1.379822886;34.974305;412.934727;24.75178524;801.1176687;462.1388799;267.7870695;656.4906903;331.0089738;-383.4972047;1045.515152;9.751756505;6.309096866;13.19441614;1.955005897;123.5595056;1.511760419;4.339351162;4.860797734;103.8054754;51.97235608;191.068812;0.920614695;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Sebha;NA;NA;NA;NA;NA;27.02;14.43;421.37;10;3;3;0.999912122;4;8.79E-05;19.52873351;11.9686459;27.08882112;2510.408555;2032.598903;2988.218207;28.62540873;22.77936948;34.47144799;9.793598096;-6.986849989;26.57404618;18.83181064;0.034907373;37.6287139;376.2897611;-25.13024978;777.7097719;459.4855476;258.506325;660.4647702;134.8420481;-604.0288478;873.712944;10.29566206;6.735607452;13.85571666;2.174090111;137.405979;1.681173127;4.825632733;5.405514276;115.438249;57.79654454;212.4805942;1.023781722;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Hun;NA;NA;NA;NA;NA;29.13;15.93;258.45;9;3;3;0.999977059;4;2.29E-05;20.81661218;13.58382127;28.04940309;2615.490448;2158.366471;3072.614424;29.37864288;23.78569452;34.97159123;11.47359725;-4.580379722;27.52757422;17.90504563;-0.078088713;35.88817996;423.4216604;39.38021066;807.4631102;484.3647018;292.0864149;676.6429887;165.798859;-541.0843117;872.6820298;10.15557119;6.749641;13.56150137;1.882882958;119.0012203;1.455989434;4.179266347;4.681476016;99.97594427;50.05502221;184.0200127;0.886651914;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Misratah..Misuráta.;NA;NA;NA;NA;NA;32.38;15.08;100;15;4;4;0.804780633;3;0.195219363;19.59832843;12.38325555;26.81340131;2450.828059;1994.82389;2906.832227;28.14163452;22.5623871;33.72088193;10.95539376;-5.059256085;26.9700436;17.18624076;-0.752840629;35.12532215;398.3274555;15.2267849;781.428126;450.0521671;258.2449007;641.8594334;318.7931605;-386.3583716;1023.944693;9.437467634;6.039880893;12.83505438;1.866221945;117.9482176;1.443105861;4.142285391;4.640051171;99.09128994;49.61210174;182.39168;0.878806222;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Ajdâbiyah..Agedabia.;NA;NA;NA;NA;NA;30.75;20.22;75;18;4;4;0.857097581;3;0.142902418;20.61539616;13.6361679;27.59462442;2531.265929;2090.167519;2972.36434;28.87915469;23.48228041;34.27602897;12.39041557;-3.100751138;27.88158228;16.48873912;-0.863953767;33.84143201;436.7093951;66.13142975;807.2873604;470.6384176;285.1009024;656.1759329;278.4318868;-403.6698168;960.5335904;9.584722684;6.298195464;12.8712499;1.632764592;103.1933387;1.26257874;3.624101052;4.059598204;86.69534189;43.40581422;159.5751662;0.768870866;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Shahhat..Cyrene.;NA;NA;NA;NA;NA;32.82;21.87;554.37;17;4;4;0.999999959;3;4.14E-08;19.41336258;12.13385555;26.69286961;2317.911891;1857.835381;2777.988401;27.33344691;21.70437407;32.96251975;12.33119521;-3.826473338;28.48886375;15.00225171;-3.097034507;33.10153792;423.6155769;37.09362886;810.137525;427.914594;234.3943943;621.4347936;457.1717165;-254.2771658;1168.620599;8.658530345;5.230601482;12.08645921;1.926311934;121.7460012;1.489572047;4.275661747;4.789454957;102.2819043;51.20954873;188.2644617;0.907102672;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Dakhla;NA;NA;NA;NA;NA;25.48;29;114.87;7;3;3;0.999999802;4;1.98E-07;21.77136409;14.57671363;28.96601455;2739.651838;2284.938399;3194.365277;30.38805284;24.8245976;35.95150807;12.33778926;-3.631530784;28.3071093;18.05026358;0.161959136;35.93856802;449.1949175;67.17862142;831.2112136;513.6464308;322.3820789;704.9107826;111.9601821;-591.1954039;815.115768;10.37810058;6.990130776;13.76607038;1.846882885;116.725958;1.428151418;4.099360214;4.591967807;98.06443864;49.09798742;180.5016135;0.869699434;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Marsa.Matrûh;NA;NA;NA;NA;NA;31.33;27.22;14.08;19;3;4;0.999065702;3;0.000934298;20.03874083;12.75088146;27.3266002;2460.441917;1999.837526;2921.046308;28.52800221;22.8924707;34.16353372;12.27095293;-3.905254552;28.44716041;16.25704928;-1.863003635;34.3771022;425.1714869;38.2060525;812.1369214;461.6337425;267.8915022;655.3759827;347.736309;-364.5288733;1060.001491;9.597106958;6.165244968;13.02896895;1.934002818;122.2320774;1.495519228;4.292732512;4.808577063;102.6902692;51.41400508;189.0161157;0.910724319;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
